Date,Open,High,Low,Close,Adj Close,Volume
1993-10-04,1932.500000,1981.400024,1932.500000,1981.400024,1981.400024,0
1993-10-11,1994.099976,2029.900024,1982.000000,2029.900024,2029.900024,0
1993-10-18,2041.300049,2041.300049,2006.199951,2015.400024,2015.400024,0
1993-10-25,2001.300049,2070.600098,2001.300049,2070.600098,2070.600098,0
1993-11-01,2091.699951,2091.699951,2037.099976,2037.099976,2037.099976,0
1993-11-08,2009.699951,2029.500000,1997.500000,2029.500000,2029.500000,0
1993-11-15,2022.199951,2048.600098,2022.199951,2022.900024,2022.900024,0
1993-11-22,1988.900024,1988.900024,1950.199951,1986.099976,1986.099976,0
1993-11-29,1952.800049,1993.500000,1949.000000,1991.900024,1991.900024,0
1993-12-06,1998.900024,2044.599976,1998.900024,2030.900024,2030.900024,0
1993-12-13,2039.599976,2039.599976,2011.300049,2023.699951,2023.699951,0
1993-12-20,2018.699951,2031.400024,1992.099976,2031.400024,2031.400024,0
1993-12-27,2069.800049,2113.600098,2069.800049,2113.600098,2113.600098,0
1994-01-03,2115.399902,2138.699951,2115.399902,2124.000000,2124.000000,0
1994-01-10,2135.800049,2143.199951,2112.800049,2141.800049,2141.800049,0
1994-01-17,2175.300049,2199.600098,2167.500000,2182.699951,2182.699951,0
1994-01-24,2156.699951,2191.699951,2154.100098,2191.699951,2191.699951,0
1994-01-31,2244.399902,2275.600098,2244.199951,2266.300049,2266.300049,0
1994-02-07,2215.199951,2239.000000,2166.100098,2173.199951,2173.199951,0
1994-02-14,2170.899902,2179.100098,2152.600098,2152.600098,2152.600098,0
1994-02-21,2108.699951,2150.300049,2079.000000,2079.000000,2079.000000,0
1994-02-28,2112.000000,2112.000000,2048.100098,2048.100098,2048.100098,0
1994-03-07,2077.000000,2103.600098,2077.000000,2084.000000,2084.000000,0
1994-03-14,2110.800049,2110.800049,2093.699951,2093.699951,2093.699951,0
1994-03-21,2069.300049,2110.500000,2069.300049,2078.500000,2078.500000,0
1994-03-28,2035.699951,2035.699951,1980.099976,1980.099976,1980.099976,0
1994-04-04,1980.599976,2016.500000,1980.599976,2011.199951,2011.199951,0
1994-04-11,2005.699951,2048.100098,2005.699951,2013.900024,2013.900024,0
1994-04-18,2030.800049,2030.800049,1966.800049,1979.300049,1979.300049,0
1994-04-25,2006.800049,2007.900024,1997.800049,2004.199951,2004.199951,0
1994-05-02,1986.300049,1986.300049,1928.699951,1944.800049,1944.800049,0
1994-05-09,1948.300049,2010.800049,1946.599976,2010.800049,2010.800049,0
1994-05-16,2051.800049,2051.800049,2032.000000,2043.800049,2043.800049,0
1994-05-23,2060.699951,2072.100098,2035.400024,2041.900024,2041.900024,0
1994-05-30,2032.500000,2036.500000,2015.699951,2017.199951,2017.199951,0
1994-06-06,2011.199951,2018.400024,2008.800049,2009.900024,2009.900024,0
1994-06-13,2017.800049,2017.800049,1991.900024,1991.900024,1991.900024,0
1994-06-20,1964.400024,1966.599976,1934.900024,1962.000000,1962.000000,0
1994-06-27,1901.300049,1931.099976,1901.300049,1907.800049,1907.800049,0
1994-07-04,1929.900024,1945.300049,1902.300049,1905.500000,1905.500000,0
1994-07-11,1902.199951,2002.000000,1902.199951,2002.000000,2002.000000,0
1994-07-18,2015.599976,2021.599976,1991.199951,1994.099976,1994.099976,0
1994-07-25,1990.699951,2003.500000,1982.199951,2003.500000,2003.500000,0
1994-08-01,2025.400024,2037.000000,2016.199951,2037.000000,2037.000000,0
1994-08-08,2025.400024,2031.900024,1996.099976,1996.099976,1996.099976,0
1994-08-15,2000.199951,2011.099976,1983.500000,2004.599976,2004.599976,0
1994-08-22,2007.400024,2022.500000,1995.000000,2021.599976,2021.599976,0
1994-08-29,2057.500000,2063.899902,2047.599976,2049.199951,2049.199951,0
1994-09-05,2036.500000,2044.699951,2007.800049,2007.800049,2007.800049,0
1994-09-12,1970.300049,2001.900024,1970.300049,2001.900024,2001.900024,0
1994-09-19,1991.400024,1991.400024,1966.099976,1966.099976,1966.099976,0
1994-09-26,1968.199951,1970.599976,1952.300049,1967.699951,1967.699951,0
1994-10-03,1970.699951,1970.699951,1906.500000,1906.500000,1906.500000,0
1994-10-10,1928.800049,1938.400024,1928.800049,1938.400024,1938.400024,0
1994-10-17,1947.699951,1969.699951,1937.400024,1969.699951,1969.699951,0
1994-10-24,1972.099976,1972.099976,1952.000000,1957.400024,1957.400024,0
1994-10-31,1980.900024,1980.900024,1938.300049,1938.300049,1938.300049,0
1994-11-07,1916.900024,1921.099976,1890.500000,1890.500000,1890.500000,0
1994-11-14,1864.800049,1879.300049,1860.400024,1862.599976,1862.599976,0
1994-11-21,1849.800049,1854.199951,1800.699951,1854.199951,1854.199951,0
1994-11-28,1854.800049,1854.800049,1824.400024,1824.400024,1824.400024,0
1994-12-05,1844.199951,1844.199951,1800.300049,1800.300049,1800.300049,0
1994-12-12,1790.400024,1844.800049,1790.400024,1844.800049,1844.800049,0
1994-12-19,1847.500000,1856.699951,1846.199951,1856.699951,1856.699951,0
1994-12-26,1884.000000,1884.000000,1857.400024,1857.400024,1857.400024,0
1995-01-02,1849.099976,1849.099976,1813.300049,1813.300049,1813.300049,0
1995-01-09,1805.400024,1810.900024,1804.099976,1806.500000,1806.500000,0
1995-01-16,1827.800049,1844.099976,1827.000000,1827.000000,1827.000000,0
1995-01-23,1810.699951,1814.800049,1802.199951,1814.800049,1814.800049,0
1995-01-30,1810.699951,1814.400024,1784.699951,1805.400024,1805.400024,0
1995-02-06,1821.400024,1821.400024,1782.300049,1805.099976,1805.099976,0
1995-02-13,1805.599976,1821.300049,1793.599976,1817.099976,1817.099976,0
1995-02-20,1813.599976,1872.199951,1813.599976,1872.199951,1872.199951,0
1995-02-27,1853.800049,1881.099976,1853.800049,1862.500000,1862.500000,0
1995-03-06,1851.099976,1851.099976,1827.099976,1827.099976,1827.099976,0
1995-03-13,1843.300049,1880.000000,1843.300049,1880.000000,1880.000000,0
1995-03-20,1864.000000,1874.500000,1851.300049,1857.500000,1857.500000,0
1995-03-27,1869.699951,1869.699951,1847.199951,1867.099976,1867.099976,0
1995-04-03,1859.099976,1943.599976,1859.099976,1943.599976,1943.599976,0
1995-04-10,1943.400024,1980.599976,1943.400024,1980.599976,1980.599976,0
1995-04-17,2000.199951,2000.199951,1957.900024,1957.900024,1957.900024,0
1995-04-24,1955.099976,2006.500000,1955.099976,2006.500000,2006.500000,0
1995-05-01,1997.400024,2024.500000,1983.300049,2024.400024,2024.400024,0
1995-05-08,2025.300049,2037.599976,1997.099976,1999.000000,1999.000000,0
1995-05-15,2009.500000,2009.500000,1957.099976,1957.099976,1957.099976,0
1995-05-22,1971.099976,2008.900024,1971.099976,1985.699951,1985.699951,0
1995-05-29,1976.099976,1983.300049,1968.900024,1968.900024,1968.900024,0
1995-06-05,1976.400024,1986.199951,1951.000000,1951.000000,1951.000000,0
1995-06-12,1945.699951,1945.699951,1928.300049,1940.199951,1940.199951,0
1995-06-19,1938.699951,1992.400024,1934.000000,1992.400024,1992.400024,0
1995-06-26,1999.300049,2000.500000,1981.000000,1981.000000,1981.000000,0
1995-07-03,1970.099976,2014.400024,1970.099976,2014.400024,2014.400024,0
1995-07-10,2048.699951,2089.000000,2048.699951,2081.100098,2081.100098,0
1995-07-17,2070.699951,2092.500000,2045.300049,2092.500000,2092.500000,0
1995-07-24,2090.800049,2104.000000,2087.500000,2087.800049,2087.800049,0
1995-07-31,2083.300049,2119.899902,2083.300049,2119.899902,2119.899902,0
1995-08-07,2118.699951,2118.699951,2094.699951,2094.699951,2094.699951,0
1995-08-14,2083.600098,2098.899902,2064.199951,2064.199951,2064.199951,0
1995-08-21,2071.199951,2078.699951,2063.600098,2078.699951,2078.699951,0
1995-08-28,2090.000000,2094.899902,2087.100098,2094.399902,2094.399902,0
1995-09-04,2084.000000,2107.800049,2083.899902,2098.500000,2098.500000,0
1995-09-11,2103.000000,2124.100098,2103.000000,2124.100098,2124.100098,0
1995-09-18,2123.600098,2123.600098,2096.300049,2096.300049,2096.300049,0
1995-09-25,2088.100098,2091.300049,2075.100098,2091.300049,2091.300049,0
1995-10-02,2094.300049,2094.300049,2054.100098,2054.100098,2054.100098,0
1995-10-09,2047.199951,2055.500000,2018.199951,2055.500000,2055.500000,0
1995-10-16,2067.000000,2068.399902,2062.399902,2062.399902,2062.399902,0
1995-10-23,2044.900024,2048.399902,2024.400024,2024.400024,2024.400024,0
1995-10-30,2024.000000,2046.500000,2010.599976,2046.500000,2046.500000,0
1995-11-06,2062.199951,2085.500000,2062.199951,2078.699951,2078.699951,0
1995-11-13,2074.199951,2077.500000,2059.500000,2072.000000,2072.000000,0
1995-11-20,2078.300049,2106.000000,2078.300049,2106.000000,2106.000000,0
1995-11-27,2112.800049,2119.100098,2110.100098,2119.100098,2119.100098,0
1995-12-04,2160.800049,2160.899902,2142.699951,2142.699951,2142.699951,0
1995-12-11,2161.500000,2182.100098,2161.500000,2176.500000,2176.500000,0
1995-12-18,2162.600098,2162.600098,2137.300049,2160.199951,2160.199951,0
1995-12-25,2154.500000,2154.899902,2153.199951,2154.899902,2154.899902,0
1996-01-01,2178.600098,2210.100098,2178.600098,2209.800049,2209.800049,0
1996-01-08,2221.600098,2221.600098,2183.500000,2183.500000,2183.500000,0
1996-01-15,2177.399902,2193.800049,2177.399902,2189.199951,2189.199951,0
1996-01-22,2202.100098,2202.100098,2174.300049,2193.199951,2193.199951,0
1996-01-29,2217.800049,2231.399902,2205.399902,2231.399902,2231.399902,0
1996-02-05,2210.500000,2215.699951,2208.800049,2210.500000,2210.500000,0
1996-02-12,2202.000000,2240.399902,2202.000000,2236.899902,2236.899902,0
1996-02-19,2204.699951,2204.699951,2178.899902,2203.300049,2203.300049,0
1996-02-26,2206.100098,2249.800049,2199.600098,2249.800049,2249.800049,0
1996-03-04,2258.399902,2258.399902,2201.100098,2201.100098,2201.100098,0
1996-03-11,2122.199951,2170.500000,2122.199951,2170.500000,2170.500000,0
1996-03-18,2171.300049,2198.300049,2171.300049,2179.199951,2179.199951,0
1996-03-25,2189.899902,2197.500000,2164.000000,2164.000000,2164.000000,0
1996-04-01,2166.800049,2173.699951,2156.899902,2156.899902,2156.899902,0
1996-04-08,2155.000000,2181.300049,2155.000000,2181.300049,2181.300049,0
1996-04-15,2198.300049,2201.899902,2191.000000,2200.699951,2200.699951,0
1996-04-22,2201.699951,2258.800049,2201.699951,2258.800049,2258.800049,0
1996-04-29,2251.800049,2256.000000,2231.100098,2231.100098,2231.100098,0
1996-05-06,2230.000000,2240.899902,2189.000000,2189.000000,2189.000000,0
1996-05-13,2190.699951,2196.399902,2179.699951,2187.000000,2187.000000,0
1996-05-20,2186.399902,2194.800049,2179.399902,2191.600098,2191.600098,0
1996-05-27,2198.500000,2199.699951,2187.800049,2198.000000,2198.000000,0
1996-06-03,2161.399902,2167.100098,2146.899902,2153.199951,2153.199951,0
1996-06-10,2155.000000,2155.000000,2134.000000,2149.600098,2149.600098,0
1996-06-17,2140.300049,2186.600098,2140.300049,2186.600098,2186.600098,0
1996-06-24,2189.500000,2189.500000,2171.800049,2171.800049,2171.800049,0
1996-07-01,2175.699951,2187.100098,2155.199951,2160.500000,2160.500000,0
1996-07-08,2123.000000,2133.000000,2091.500000,2091.500000,2091.500000,0
1996-07-15,2078.800049,2089.600098,2030.400024,2089.600098,2089.600098,0
1996-07-22,2085.100098,2085.100098,2045.300049,2076.800049,2076.800049,0
1996-07-29,2069.500000,2137.500000,2064.899902,2137.500000,2137.500000,0
1996-08-05,2160.300049,2160.300049,2147.500000,2147.500000,2147.500000,0
1996-08-12,2146.500000,2161.199951,2146.500000,2161.199951,2161.199951,0
1996-08-19,2190.000000,2220.500000,2190.000000,2220.500000,2220.500000,0
1996-08-26,2210.199951,2212.300049,2190.199951,2196.100098,2196.100098,0
1996-09-02,2185.600098,2188.699951,2166.600098,2166.600098,2166.600098,0
1996-09-09,2179.000000,2184.000000,2164.699951,2181.000000,2181.000000,0
1996-09-16,2195.500000,2195.500000,2162.800049,2170.699951,2170.699951,0
1996-09-23,2148.600098,2213.699951,2148.600098,2213.699951,2213.699951,0
1996-09-30,2218.600098,2246.000000,2214.899902,2246.000000,2246.000000,0
1996-10-07,2272.500000,2272.500000,2241.199951,2266.100098,2266.100098,0
1996-10-14,2294.199951,2298.300049,2285.899902,2285.899902,2285.899902,0
1996-10-21,2295.100098,2312.800049,2271.100098,2271.100098,2271.100098,0
1996-10-28,2270.199951,2286.199951,2260.000000,2276.100098,2276.100098,0
1996-11-04,2293.899902,2296.800049,2278.399902,2294.199951,2294.199951,0
1996-11-11,2289.300049,2315.800049,2273.600098,2315.800049,2315.800049,0
1996-11-18,2312.199951,2324.199951,2295.199951,2316.800049,2316.800049,0
1996-11-25,2327.899902,2327.899902,2313.899902,2325.899902,2325.899902,0
1996-12-02,2322.800049,2322.800049,2255.399902,2255.399902,2255.399902,0
1996-12-09,2282.500000,2306.899902,2259.899902,2259.899902,2259.899902,0
1996-12-16,2281.899902,2321.399902,2260.000000,2321.399902,2321.399902,0
1996-12-23,2327.300049,2340.300049,2326.600098,2340.300049,2340.300049,0
1996-12-30,2357.800049,2367.800049,2344.800049,2344.800049,2344.800049,0
1997-01-06,2356.199951,2370.600098,2347.399902,2364.100098,2364.100098,0
1997-01-13,2367.600098,2382.800049,2363.800049,2380.699951,2380.699951,0
1997-01-20,2388.500000,2388.500000,2369.500000,2369.500000,2369.500000,0
1997-01-27,2351.699951,2370.699951,2351.699951,2370.699951,2370.699951,0
1997-02-03,2375.199951,2390.000000,2355.899902,2390.000000,2390.000000,0
1997-02-10,2388.800049,2438.300049,2388.800049,2424.399902,2424.399902,0
1997-02-17,2435.800049,2444.000000,2413.300049,2413.300049,2413.300049,0
1997-02-24,2422.399902,2441.199951,2386.000000,2386.000000,2386.000000,0
1997-03-03,2357.800049,2385.300049,2357.800049,2376.199951,2376.199951,0
1997-03-10,2399.100098,2404.899902,2360.199951,2360.199951,2360.199951,0
1997-03-17,2363.600098,2363.600098,2321.199951,2325.699951,2325.699951,0
1997-03-24,2342.600098,2360.500000,2342.600098,2360.500000,2360.500000,0
1997-03-31,2293.800049,2310.899902,2293.800049,2310.899902,2310.899902,0
1997-04-07,2307.600098,2330.600098,2307.600098,2317.800049,2317.800049,0
1997-04-14,2304.500000,2380.699951,2304.500000,2380.699951,2380.699951,0
1997-04-21,2384.600098,2409.199951,2384.600098,2409.199951,2409.199951,0
1997-04-28,2395.300049,2427.300049,2395.300049,2427.300049,2427.300049,0
1997-05-05,2428.000000,2466.100098,2428.000000,2466.100098,2466.100098,0
1997-05-12,2464.300049,2475.300049,2461.800049,2475.300049,2475.300049,0
1997-05-19,2469.100098,2504.899902,2469.100098,2504.899902,2504.899902,0
1997-05-26,2524.300049,2544.899902,2515.300049,2544.899902,2544.899902,0
1997-06-02,2560.500000,2560.500000,2532.000000,2532.000000,2532.000000,0
1997-06-09,2563.300049,2591.000000,2546.699951,2591.000000,2591.000000,0
1997-06-16,2606.199951,2654.000000,2606.199951,2654.000000,2654.000000,0
1997-06-23,2647.399902,2647.399902,2629.300049,2641.800049,2641.800049,0
1997-06-30,2664.699951,2685.800049,2660.199951,2673.100098,2673.100098,0
1997-07-07,2653.699951,2653.699951,2621.800049,2641.100098,2641.100098,0
1997-07-14,2614.000000,2626.800049,2577.800049,2626.800049,2626.800049,0
1997-07-21,2595.800049,2631.899902,2595.800049,2631.899902,2631.899902,0
1997-07-28,2664.800049,2673.699951,2663.000000,2663.000000,2663.000000,0
1997-08-04,2641.899902,2662.600098,2641.899902,2643.800049,2643.800049,0
1997-08-11,2600.899902,2602.199951,2559.699951,2602.199951,2602.199951,0
1997-08-18,2555.399902,2584.500000,2554.600098,2554.600098,2554.600098,0
1997-08-25,2571.500000,2571.500000,2526.800049,2526.800049,2526.800049,0
1997-09-01,2525.300049,2561.199951,2515.699951,2561.199951,2561.199951,0
1997-09-08,2590.399902,2609.899902,2575.899902,2575.899902,2575.899902,0
1997-09-15,2599.500000,2671.000000,2588.699951,2671.000000,2671.000000,0
1997-09-22,2705.699951,2718.199951,2705.699951,2714.899902,2714.899902,0
1997-09-29,2713.000000,2717.600098,2701.100098,2701.100098,2701.100098,0
1997-10-06,2707.899902,2707.899902,2631.800049,2631.800049,2631.800049,0
1997-10-13,2599.699951,2599.699951,2582.800049,2582.800049,2582.800049,0
1997-10-20,2578.399902,2621.899902,2502.899902,2502.899902,2502.899902,0
1997-10-27,2425.500000,2425.500000,2260.899902,2415.000000,2415.000000,0
1997-11-03,2454.399902,2526.199951,2454.399902,2464.500000,2464.500000,0
1997-11-10,2474.300049,2476.300049,2433.399902,2433.399902,2433.399902,0
1997-11-17,2441.300049,2441.300049,2389.100098,2437.199951,2437.199951,0
1997-11-24,2436.199951,2436.199951,2411.800049,2424.100098,2424.100098,0
1997-12-01,2472.000000,2515.600098,2472.000000,2513.000000,2513.000000,0
1997-12-08,2544.600098,2544.600098,2448.300049,2448.300049,2448.300049,0
1997-12-15,2453.000000,2518.100098,2453.000000,2480.500000,2480.500000,0
1997-12-22,2459.399902,2512.100098,2459.399902,2507.500000,2507.500000,0
1997-12-29,2527.899902,2567.399902,2527.899902,2560.399902,2560.399902,0
1998-01-05,2596.000000,2637.000000,2552.000000,2552.000000,2552.000000,0
1998-01-12,2492.000000,2565.000000,2492.000000,2565.000000,2565.000000,0
1998-01-19,2603.899902,2603.899902,2552.199951,2572.600098,2572.600098,0
1998-01-26,2550.699951,2600.800049,2550.699951,2600.800049,2600.800049,0
1998-02-02,2613.600098,2613.600098,2597.699951,2601.199951,2601.199951,0
1998-02-09,2630.699951,2630.699951,2591.600098,2591.600098,2591.600098,0
1998-02-16,2559.000000,2599.699951,2559.000000,2578.300049,2578.300049,0
1998-02-23,2586.800049,2627.199951,2586.800049,2626.899902,2626.899902,0
1998-03-02,2629.800049,2644.300049,2591.800049,2609.300049,2609.300049,0
1998-03-09,2626.100098,2670.899902,2626.100098,2670.899902,2670.899902,0
1998-03-16,2669.500000,2716.199951,2669.500000,2716.199951,2716.199951,0
1998-03-23,2718.800049,2733.000000,2703.399902,2703.399902,2703.399902,0
1998-03-30,2683.399902,2717.699951,2683.399902,2717.699951,2717.699951,0
1998-04-06,2741.800049,2761.100098,2739.300049,2753.600098,2753.600098,0
1998-04-13,2785.399902,2826.300049,2785.399902,2817.800049,2817.800049,0
1998-04-20,2822.000000,2828.199951,2803.899902,2803.899902,2803.899902,0
1998-04-27,2765.899902,2765.899902,2695.800049,2745.899902,2745.899902,0
1998-05-04,2754.800049,2754.800049,2723.600098,2723.600098,2723.600098,0
1998-05-11,2740.800049,2740.800049,2701.800049,2706.399902,2706.399902,0
1998-05-18,2671.300049,2681.500000,2661.500000,2664.100098,2664.100098,0
1998-05-25,2668.800049,2673.399902,2625.600098,2655.300049,2655.300049,0
1998-06-01,2631.500000,2631.500000,2584.899902,2584.899902,2584.899902,0
1998-06-08,2567.199951,2567.199951,2501.300049,2516.500000,2516.500000,0
1998-06-15,2550.600098,2572.100098,2487.800049,2553.899902,2553.899902,0
1998-06-22,2560.100098,2563.500000,2543.800049,2563.500000,2563.500000,0
1998-06-29,2570.800049,2697.199951,2570.800049,2694.899902,2694.899902,0
1998-07-06,2703.199951,2739.899902,2703.199951,2703.699951,2703.699951,0
1998-07-13,2671.199951,2758.899902,2671.199951,2758.899902,2758.899902,0
1998-07-20,2733.199951,2733.600098,2689.800049,2689.800049,2689.800049,0
1998-07-27,2660.600098,2673.699951,2647.100098,2661.300049,2661.300049,0
1998-08-03,2629.000000,2636.699951,2554.600098,2554.600098,2554.600098,0
1998-08-10,2554.399902,2554.399902,2504.800049,2529.300049,2529.300049,0
1998-08-17,2493.500000,2618.699951,2493.500000,2594.399902,2594.399902,0
1998-08-24,2561.199951,2580.199951,2470.600098,2470.600098,2470.600098,0
1998-08-31,2430.100098,2459.800049,2405.199951,2446.500000,2446.500000,0
1998-09-07,2510.500000,2510.500000,2402.800049,2402.800049,2402.800049,0
1998-09-14,2446.699951,2495.399902,2446.699951,2479.000000,2479.000000,0
1998-09-21,2463.600098,2560.399902,2463.600098,2504.699951,2504.699951,0
1998-09-28,2528.199951,2532.899902,2449.100098,2449.100098,2449.100098,0
1998-10-05,2427.600098,2451.899902,2400.600098,2400.600098,2400.600098,0
1998-10-12,2416.399902,2432.300049,2377.899902,2432.300049,2432.300049,0
1998-10-19,2435.199951,2467.300049,2434.899902,2467.300049,2467.300049,0
1998-10-26,2484.600098,2563.000000,2484.600098,2563.000000,2563.000000,0
1998-11-02,2589.600098,2618.500000,2589.600098,2618.500000,2618.500000,0
1998-11-09,2612.100098,2649.600098,2606.000000,2606.600098,2606.600098,0
1998-11-16,2599.800049,2619.199951,2591.000000,2619.199951,2619.199951,0
1998-11-23,2664.899902,2691.399902,2664.899902,2689.300049,2689.300049,0
1998-11-30,2685.600098,2685.600098,2630.399902,2637.100098,2637.100098,0
1998-12-07,2657.500000,2673.100098,2636.699951,2636.699951,2636.699951,0
1998-12-14,2586.899902,2652.300049,2586.899902,2652.300049,2652.300049,0
1998-12-21,2641.199951,2667.800049,2641.199951,2667.800049,2667.800049,0
1998-12-28,2669.600098,2717.600098,2669.600098,2717.600098,2717.600098,0
1999-01-04,2732.199951,2800.399902,2716.600098,2757.399902,2757.399902,0
1999-01-11,2749.699951,2749.699951,2704.100098,2709.399902,2709.399902,0
1999-01-18,2724.899902,2764.800049,2724.899902,2736.699951,2736.699951,0
1999-01-25,2713.100098,2781.699951,2713.100098,2781.699951,2781.699951,0
1999-02-01,2805.000000,2823.800049,2790.199951,2794.800049,2794.800049,0
1999-02-08,2784.399902,2784.399902,2747.199951,2777.899902,2777.899902,0
1999-02-15,2768.300049,2807.899902,2753.399902,2807.899902,2807.899902,0
1999-02-22,2799.399902,2819.100098,2768.399902,2768.399902,2768.399902,0
1999-03-01,2794.100098,2794.100098,2769.399902,2785.500000,2785.500000,0
1999-03-08,2811.100098,2843.300049,2801.800049,2843.300049,2843.300049,0
1999-03-15,2874.100098,2876.100098,2857.899902,2876.100098,2876.100098,0
1999-03-22,2881.300049,2896.300049,2865.500000,2896.300049,2896.300049,0
1999-03-29,2873.300049,2894.000000,2867.000000,2872.699951,2872.699951,0
1999-04-05,2938.600098,2971.699951,2938.300049,2971.699951,2971.699951,0
1999-04-12,2955.100098,3021.899902,2955.100098,3021.899902,3021.899902,0
1999-04-19,3040.600098,3045.699951,2993.899902,3045.699951,3045.699951,0
1999-04-26,3052.899902,3067.500000,3027.800049,3027.800049,3027.800049,0
1999-05-03,3001.600098,3016.800049,2923.800049,2923.800049,2923.800049,0
1999-05-10,2925.600098,2984.600098,2917.699951,2984.600098,2984.600098,0
1999-05-17,2920.399902,2930.899902,2881.100098,2881.100098,2881.100098,0
1999-05-24,2881.000000,2881.000000,2820.699951,2820.699951,2820.699951,0
1999-05-31,2831.899902,2883.399902,2831.899902,2873.000000,2873.000000,0
1999-06-07,2888.600098,2923.800049,2888.600098,2890.000000,2890.000000,0
1999-06-14,2888.500000,2939.100098,2888.500000,2939.100098,2939.100098,0
1999-06-21,2934.500000,2955.399902,2903.600098,2905.199951,2905.199951,0
1999-06-28,2932.899902,2968.199951,2903.699951,2968.199951,2968.199951,0
1999-07-05,3017.500000,3021.000000,2976.800049,2976.800049,2976.800049,0
1999-07-12,2982.699951,3001.399902,2982.699951,2990.600098,2990.600098,0
1999-07-19,3013.399902,3053.899902,2994.699951,2994.699951,2994.699951,0
1999-07-26,2977.199951,2989.199951,2951.000000,2951.000000,2951.000000,0
1999-08-02,2937.100098,2969.100098,2937.100098,2946.600098,2946.600098,0
1999-08-09,2919.800049,2919.800049,2873.600098,2901.500000,2901.500000,0
1999-08-16,2954.500000,2958.199951,2922.600098,2955.600098,2955.600098,0
1999-08-23,2992.699951,2992.699951,2945.000000,2945.000000,2945.000000,0
1999-08-30,2917.500000,2920.500000,2875.699951,2887.300049,2887.300049,0
1999-09-06,2922.199951,2939.899902,2921.300049,2936.600098,2936.600098,0
1999-09-13,2909.399902,2909.399902,2832.100098,2842.000000,2842.000000,0
1999-09-20,2836.600098,2853.800049,2821.800049,2821.800049,2821.800049,0
